Date,產業ETF,產業ETF推薦,產業ETF比較,產業ETF怎麼選,ETF怎麼選,ETF申購,半導體ETF風險,半導體庫存,半導體漲價,AI股修正,人形機器人ETF,綠能ETF,生技新藥,軍工ETF,航運ETF,能源ETF,金融ETF,5G ETF,新能源ETF,醫療ETF,ETF規模,ETF規模創新高,ETF單位數,ETF折溢價,ETF溢價過高,ETF淨值,ETF資金流入,科技ETF資金流入,ETF泡沫,ETF追高,ETF套牢,現在買半導體ETF會不會太晚,科技股修正,半導體下跌,AI ETF風險,產業ETF風險,產業ETF會賠錢嗎,ETF調整成分股,ETF換股,ETF調節,科技ETF成分股,產業ETF成分股,ETF換股名單,00892,富邦台灣半導體,00891,00935,野村台灣新科技50,中信綠能電動車,00935 除息,00893 淨值,00892 vs 00904,00891 vs 00892
2026-03-29,38,,0,0,0,3,0,0,0,0,0,0,0,0,0,43,31,0,0,0,46,0,0,0,,18,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,15,0,16,19,0,0,0,0,0,
2026-04-05,0,,0,0,0,6,0,0,0,0,0,0,0,0,0,51,17,0,0,0,37,0,0,0,,19,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,17,0,17,22,0,0,0,0,0,
2026-04-12,36,,0,0,0,19,0,0,0,0,0,0,0,0,0,40,52,51,0,90,46,0,0,18,,29,0,0,100,,0,0,0,0,0,,0,0,18,0,0,0,,43,63,28,44,0,0,0,0,0,
2026-04-19,0,,0,0,0,64,0,0,0,0,0,0,0,0,0,50,54,0,0,0,87,0,0,45,,39,0,0,0,,0,0,0,0,0,,0,0,45,0,0,0,,61,47,38,57,55,0,0,0,0,
2026-04-26,0,,0,0,0,10,0,0,0,0,0,0,0,0,0,0,58,39,0,0,70,0,0,31,,42,0,0,0,,0,0,0,0,0,,0,0,18,0,0,0,,47,0,45,38,0,0,0,0,0,
2026-05-03,63,,0,0,0,10,0,0,0,0,0,0,0,0,44,55,54,59,0,0,77,0,0,41,,44,0,0,0,,0,0,0,0,0,,0,0,26,0,72,0,,85,0,100,74,61,0,0,37,0,
2026-05-10,79,,0,0,0,19,0,0,0,0,0,0,0,0,0,100,66,83,66,67,88,0,0,100,,100,0,0,84,,0,0,0,0,0,,0,0,33,0,81,0,,48,0,76,61,0,0,0,0,0,
2026-05-17,65,,0,0,0,12,0,0,0,0,0,0,0,0,0,56,58,0,0,0,67,0,0,54,,48,0,0,0,,0,0,0,0,0,,0,0,26,0,0,0,,28,0,66,53,47,0,0,0,0,
2026-05-24,100,,0,0,0,16,0,0,0,94,0,0,0,0,0,88,75,84,0,93,64,0,0,84,,58,0,0,0,,0,0,0,0,0,,0,0,46,0,88,0,,49,0,54,82,65,0,0,0,0,
2026-05-31,78,,0,0,0,13,0,0,0,0,0,0,0,0,0,78,100,70,0,66,100,0,0,47,,56,0,0,0,,0,0,0,0,0,,0,100,100,0,100,0,,54,0,53,100,100,34,0,0,0,
2026-06-07,0,,0,0,0,8,0,0,44,78,0,0,0,0,0,73,72,40,100,0,53,0,0,44,,47,0,0,0,,0,0,0,88,100,,0,0,41,0,0,0,,36,0,44,75,54,0,0,0,0,
2026-06-14,62,,0,0,0,5,0,0,0,0,0,0,0,0,0,57,60,45,0,57,69,0,0,29,,41,0,0,0,,0,0,0,85,0,,0,0,37,0,64,0,,41,0,42,66,0,0,0,0,0,
2026-06-21,56,,0,0,0,5,0,0,39,0,0,0,0,0,0,66,64,50,0,0,61,0,0,33,,51,0,0,0,,0,0,0,0,72,,0,0,43,0,69,0,,31,0,39,63,0,0,0,0,0,
2026-06-28,63,,0,0,0,5,0,0,66,0,0,0,0,0,0,51,62,69,0,0,50,0,0,24,,31,0,0,0,,0,0,0,0,0,,0,0,42,0,58,100,,80,0,35,75,0,0,0,0,0,
2026-07-05,52,,0,0,0,3,0,0,0,0,0,0,73,0,0,41,60,48,62,64,37,0,0,0,,18,0,0,0,,0,0,0,0,0,,0,0,22,0,0,0,,87,0,24,42,0,0,0,0,0,
2026-07-12,38,,0,0,0,6,0,0,0,0,0,0,0,0,0,32,22,0,0,0,43,0,0,0,,25,0,0,0,,0,0,0,100,0,,0,0,0,0,0,0,,87,0,27,50,0,21,0,0,0,
2026-07-19,0,,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16,0,0,0,31,0,0,0,,15,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,42,0,32,41,0,0,0,0,0,
2026-07-26,13,,0,0,9,2,0,0,6,18,0,1,19,6,5,11,28,10,5,8,25,0,76,14,,18,0,0,7,,100,0,14,42,0,,0,0,10,100,17,0,,27,21,47,42,33,4,9,0,0,
2026-08-02,14,,0,0,14,4,0,0,9,6,0,1,21,12,4,12,31,17,4,16,37,0,100,25,,17,0,0,7,,54,0,0,15,0,,0,7,11,0,20,6,,40,24,82,40,43,4,16,0,0,
2026-08-09,17,,0,0,0,4,0,0,0,0,0,0,17,0,0,17,28,16,0,0,31,11,0,13,,15,0,0,0,,0,0,0,0,0,,0,0,10,0,11,0,,54,14,58,41,29,4,0,0,0,
